Id,Husb,Wife,Children
F500548,I501594,I501593,I502254|I501597
F500549,I501595,I501596,I501594
F500550,I501598,I501599,I506528|I502330|I501600
F500551,I501602,I501603,I506474|I501605|I506761|I506938|I501604
F500552,I501606,I501607,I506671|I506908|I501608
F500553,I501609,I501610,I506572|I502251|I501611
F500554,I501612,I501613,I501992|I501621|I502084|I501618|I501610
F500555,I501614,I501615,I501612|I503728|I501704|I501747|I501777|I501825
F500557,I501624,I501625,I501629|I501946|I501628
F500558,I501626,I501627,I501625
F500559,I501631,I501632,I501774|I501850|I501921|I513542|I507031|I501634
F500560,I501633,I501725,I501632|I503964
F500561,I501635,I501630,I502386|I502387|I502385|I502384
F500562,I501341,I501374,I503369|I503248|I503370|I503371
F500563,I501645,I500435,I501646
F500564,I501648,I501637,I501649
F500565,I500019,I501650,I501651
F500566,I501653,I501654,I535123|I506497|I506584|I506817|I506903|I501657
F500567,I501655,I501656,I535113|I501654|I506856
F500568,I501253,I501658,I506823|I501659
F500569,I501660,I501661,I501658|I517642|I506860
F500570,I501664,I501665,I501502
F500571,I501668,I501669,I501672
F500572,I501670,I501671,I501669
F500573,I501017,I501673,I535058|I501676|I506593
F500574,I501674,I501675,I502193|I506959|I501673|I506683
F500575,I501677,I501206,I506678|I506953|I501680
F500576,I501678,I501679,I501677|I502358|I502352
F500577,I515040,I501684,I500941
F500578,I501685,I501686,I515331|I502442|I501767|I501956|I500942|I503808|I503103
F500579,I501689,I501688,I500917|I519234|I511655|I519224|I519369|I523076
F500580,I501690,I501691,I500918
F500581,I501692,I501693,I500952
F500583,I501695,I501697,I500953
F500586,I501705,I501706,I501615
F500587,I501707,I501728,I501830|I501523|I501801|I501741|I503120
F500588,I501710,I501709,I507892|I502453|I502454|I501884|I502072|I501711
F500589,I501712,I501713,I502457|I503715
F500590,I501715,I501716,I503099|I514492|I500479|I503213|I503087|I502029|I503097
F500591,I501717,I501718,I500877|I500478|I501752|I503844
F500592,I501720,I501721,I501381|I501522|I501986
F500593,I501722,I501723,I501382
F500594,I501726,I501727,I501761|I501775|I501445|I502600|I501904|I501929
F500595,I501732,I501733,I500095|I11|I500492|I500049|I535364
F500597,I501738,I501739,I501110|I501762|I501763
F500598,I501743,I501744,I501745|I501769|I504511|I501854|I501917|I501918|I501960
F500599,I501749,I501750,I501806|I500426|I501773
F500600,I501752,I501753,I501756|I501799|I501832
F500601,I504042,I501755,I501753
F500602,I501757,I501758,I501868|I501726|I501111
F500603,I501759,I501760,I501727|I502608|I503942
F500604,I501762,I501073,I501776|I502172
F500605,I501764,I501763,I517001
F500606,I501765,I501766,I507394|I501764|I501931
F500607,I501767,I501768,""
F500608,I501778,I506468,I501434|I502461
F500609,I501783,I501784,""
F500611,I500877,I501788,I502215
F500612,I501789,I501790,I501791|I501796|I502127|I501834|I501888|I501923|I501952|I501972|I501998|I502093
F500613,I501797,I501798,I507887|I507161|I501790
F500614,I501801,I501802,I501805|I501831|I501846|I501864|I501911|I501963
F500615,I501803,I517796,I514573|I507448|I514595|I501802|I514648|I514675
F500616,I501807,I501806,I528003
F500617,I501808,I501809,I501812|I512222|I501848|I501889|I501924|I502019|I502051
F500618,I501810,I501811,I501809|I507172|I538261|I538263|I538279|I538287
F500619,I501814,I501813,I501829|I527871|I516915|I501815
F500620,I501816,I501817,I501899|I502074|I501814|I511141|I533991
F500621,I501640,I501819,I507688|I507689
F500622,I501821,I501822,I501819|I503246
F500623,I501826,I500997,I516969|I517244|I501919|I501965|I501991|I502047|I502062|I508232
F500624,I501827,I501828,I501826|I503916|I503716|I503743
F500625,I501837,I501838,I501841|I502007
F500626,I501839,I501840,I527196|I511967|I512215|I501838|I511940|I527193
F500627,I501844,I501845,I500992|I522774|I523252
F500628,I501851,I500958,I501852|I501922
F500629,I501855,I501856,I501744
F500630,I501858,I501859,I508309|I501721|I503967|I503971|I501758|I517807|I503820
F500631,I501860,I501861,I523898|I501732|I500919
F500632,I500919,I501758,""
F500633,I501867,I501868,I507217|I500938|I501872|I516856|I501871|I501966
F500634,I500917,I501870,I501867|I501873|I511413
F500635,I501874,I501875,I516927|I503988|I501878|I501927|I501954|I501985|I502020|I502060
F500636,I501876,I501877,I505261|I501875
F500637,I501827,I501879,""
F500639,I501882,I501883,I502480|I503697|I501710|I503076
F500640,I501884,I501885,I501916|I501964|I502000|I502052|I502116|I504008|I505506
F500641,I501886,I501887,I501885|I501944|I523920|I501971|I501970|I502085|I501914
F500642,I500381,"",""
F500643,I500874,I501890,I501893
F500644,I501891,I501892,I503776|I501890
F500645,I501895,I501894,I507470|I527998|I501909|I501898
F500646,I501896,I501897,I503703|I503774|I501895
F500647,I501899,I501900,I503772|I507326|I501968|I502132|I527869|I508087|I501908|I501903|I501943
F500648,I501901,I501902,I501900
F500649,I500195,I501905,I502022
F500651,I501912,I501913,I501886|I503515
F500653,I500874,I501930,I501928
F500654,I501522,I501931,I501934
F500655,I501932,I501933,I501930
F500657,I501938,I501939,I501266|I502616|I507213|I507418|I502108
F500658,I501940,I501941,I501267
F500660,I501947,I501948,I503798|I503077|I503773|I501887|I503501
F500661,I501010,I501949,I501851|I501950
F500662,I501950,I501951,""
F500663,I501956,I501957,I502556|I501490|I507485|I508053
F500665,I501969,I501968,I510506|I510730|I502097|I504011
F500666,I501975,I501976,I503924|I517032|I503746|I501945|I502049
F500667,I501945,I501977,I502136|I501980|I502032|I508045|I502488
F500668,I501978,I501979,I501977
F500669,I501719,I501984,""
F500670,I501987,I501986,I503342|I502076|I516907|I516957|I517199|I511168|I501988
F500671,I501989,I501990,I502504|I502502|I503094|I503763|I501987|I502087
F500672,I500952,I501993,I501996
F500673,I501994,I501995,I501993
F500674,I501997,I500933,I510514
F500675,I500989,I502004,I502378|I502377|I502380|I502137|I502376|I502379|I512836|I502381|I502382
F500676,I502005,I502006,I503192|I501536|I504119|I503194|I503195|I503196|I503197
F500677,I502007,I502008,I502009
F500678,I502010,I502011,I507565|I507569|I502012|I502013|I507564|I502015|I507567|I507568
F500680,I500993,I510628,I502017|I506634
F500682,I502023,I502024,I502025|I500195|I500193
F500683,I502025,I507967,I500188
F500685,I502029,I502030,I517231|I510893|I502031|I510771|I502115|I505493
F500686,I502034,I502035,I503725|I502055|I507277|I507382|I500985|I527855|I502092|I511212|I511057
F500687,I502036,I502037,""
F500688,I502040,I502041,I502044|I502045
F500689,I502042,I502043,I502041
F500690,I503835,I502046,I503831|I502452|I502065|I502040
F500691,I502048,I502049,I502063
F500692,I502055,I502056,I510928|I502591|I510760|I502059
F500693,I502057,I502058,I507539|I502585|I527691|I508092|I508118|I517353|I502056
F500694,I502065,I502066,I503572|I511010|I510665|I502067|I502117
F500695,I502068,I502069,I502448|I502479|I501489
F500697,I502072,I502073,I508040
F500698,I502074,I502075,I507325|I502073|I502584|I507506|I508038
F500699,I502077,I502076,I502088|I502126
F500700,I502078,I502079,I512329|I502077|I502080|I516840|I517069|I512360|I511046
F500701,I502081,I502080,I502091|I502120|I505589|I505642
F500703,I502087,I502089,I512391|I502090
F500704,I502095,I502096,I507276|I501969|I527870
F500705,I502055,I502099,""
F500707,I502101,I502594,I502595|I510897
F500708,I502103,I502104,I502102|I512295|I510515
F500709,I502105,I502106,I516918|I516919|I500319
F500710,I502108,I502109,I508024|I502112|I505593
F500711,I502110,I502111,I502109|I516994|I512253
F500712,I502113,I502114,I502030|I510906
F500714,I502121,I502122,I502125
F500715,I502123,I502124,I502122
F500716,I502128,I502127,""
F500717,I502129,I501711,""
F500718,I502130,I502131,I502129
F500719,I502132,I502133,""
F500720,I502134,I502135,I507972|I516916|I502133
F500721,I502139,I502140,I502143|I502704|I502302|I503547|I506486
F500722,I502141,I502142,I502140
F500723,I502148,I502149,I501239
F500724,I502150,I502151,I501240|I506757
F500725,I502153,I502154,I500339|I501330
F500726,I502155,I502156,I507094|I501331|I502167|I502293
F500727,I502158,I502159,I500342
F500728,I501577,I502160,I501581|I506745
F500729,I502162,I502163,I501542
F500730,I502164,I502165,I501543
F500731,I502167,I502168,I502171|I535102|I506887
F500732,I502169,I502170,I502681|I502168|I502296|I501587
F500733,I502172,I502173,I502176|I535128|I506465|I506558|I506559|I506762
F500734,I502174,I502175,I502173
F500735,I502178,I502179,I506494|I502180|I535141|I535057
F500736,I502182,I502181,I503869|I502287|I502185
F500737,I502183,I502184,I502182
F500738,I502188,I502187,I502369|I502191|I502304
F500739,I502189,I502190,I502188|I506744
F500740,I502193,I502194,I506522|I502197|I535087
F500741,I502195,I502196,I502194|I502199
F500742,I502200,I502199,I502203
F500743,I502201,I502202,I502228|I502200
F500744,I502206,I502207,I501099|I502347|I506970
F500746,I502211,I502212,I507531|I527852|I516999
F500747,I502215,I502214,I502333|I502216|I502240
F500748,I502217,I501658,I502218|I502311
F500749,I502219,I501125,I502410|I502220|I502409|I502422|I503580
F500750,I502220,I502221,I502222|I502623|I502622|I502413
F500751,I502228,I502229,I506962|I517630|I502230
F500752,I502231,I502232,I502229
F500753,I502234,I502233,I502235|I534093|I506591|I506799|I507055
F500754,I501792,I502236,I502688|I502689|I502237
F500755,I502238,I502239,I534121|I506546|I502234|I502290
F500756,I502245,I502246,I500899
F500757,I502259,I500876,I502260|I502268
F500758,I502261,I502262,I502699|I501211|I502259
F500759,I502269,I502270,I535013|I506645|I506795|I502271
F500760,I502273,I502272,I502274
F500761,I502275,I502276,I506580|I502273
F500762,I502278,I502277,I502281
F500763,I502279,I502280,I502278
F500764,I501167,I502282,I506695|I506803|I502283
F500765,I502284,I502285,I502282
F500766,I502287,I502288,I502289|I503874
F500767,I502290,I502291,I502292
F500768,I502293,I502294,I506679|I506763|I502295
F500769,I502297,I502296,I517614|I502298
F500770,I502299,I502300,I502297
F500771,I502306,I502305,I507039|I535348|I502307|I535088
F500772,I502320,I502321,I502322|I506733|I507002
F500773,I502328,I502329,I506616|I501599|I534085
F500774,I502334,I502335,I535001|I506630|I506805|I502336
F500775,I502338,I502337,I534114|I502341
F500776,I502339,I502340,I502338
F500777,I501449,I502343,I506913|I507008|I502344
F500778,I502345,I502346,I502343|I517660
F500779,I502347,I502348,I506550|I503868|I506901|I502351
F500780,I502349,I502350,I502348
F500781,I502352,I502353,I506914|I502354
F500782,"",I502355,I502356
F500783,I502358,I502359,I506629|I506824|I502362
F500784,I502360,I502361,I502359|I507086|I535204
F500785,I502364,I502363,I535046|I506485|I502368|I506783|I502367
F500786,I502365,I502366,I502364
F500787,I502370,I502369,I502373|I506831|I507048
F500788,I502371,I502372,I502370
F500789,I502375,I502137,I503136|I503137
F500790,I500386,I502383,""
F500791,I502388,I502385,I502389|I502390
F500792,I502391,I502386,I502393|I502392
F500793,I502393,I502394,I502395
F500794,I502396,I502392,""
F500795,I502397,I502387,""
F500796,I502389,I502398,I502399|I502400
F500797,I502401,I502402,I500262
F500798,I502411,I502412,I502221|I502430|I532352|I532353|I532354|I532355|I532356|I532357|I532351
F500799,I502414,I502415,I503185|I503186|I503187|I502411|I503188|I502421|I503190
F500800,I502416,I502661,I502660|I503191|I502414|I502662
F500801,I502417,I502418,I502678|I502415
F500802,I502419,I502420,I503179|I502412|I503180|I503181|I503182
F500803,I502421,I502422,I507754|I502657|I502423|I502658|I502659
F500805,I502429,I501644,I507690
F500806,I502431,I501651,""
F500808,I502433,I502430,""
F500809,I502434,I502435,I500115|I503220|I503221|I503222|I503223|I503224
F500810,I502437,I502438,I500114
F500811,I502439,"",I500026
F500812,I502440,"",I500027
F500814,I502442,I502443,I503113|I507138|I503866|I502521|I502444|I502445
F500815,I502446,I502447,I502068|I502539|I503452|I502574|I503107|I503617|I507196
F500816,I502449,I502450,I502069|I503647
F500817,I502451,I507888,I502046|I503975
F500818,I502455,I502493,I501712|I502494|I515289|I523863|I507901
F500821,I502461,I502462,I502463|I511673
F500822,I502464,I502465,I501949
F500823,I502466,I502467,I501707
F500824,I502468,"",I501728
F500825,I502470,I502471,I501074|I529419
F500826,I501074,I514480,I502469|I502476|I502475|I502478|I502477|I503727
F500827,I502473,I502474,I538219|I538226|I502472|I514480|I538238|I537443|I537417
F500828,I502481,"",I502483|I501882
F500829,I502483,I502484,I502485
F500831,I502489,I502490,I503071|I538231|I503073|I503074
F500832,I502491,I502492,I503078|I501798|I503080|I503086|I503088|I502496|I503098|I507159|I503105|I503110|I503114
F500833,I502494,I502495,I502607|I515158|I504052|I502500
F500834,I507167,I502496,I511097|I514708|I514756|I503731
F500835,I502498,I501798,I503947|I503836|I502499|I507447
F500836,I502500,I502501,I510908|I503516|I510699|I524237|I508015|I508204
F500837,I502503,I502502,I508314|I508321|I507153|I516939|I511332|I511364
F500838,I502504,I502505,I508160|I503958|I502562|I503751|I507317
F500839,I502506,I502507,I501989|I515345|I503835|I515344|I502511
F500840,I502508,I502509,I500187
F500841,I502510,I502513,I502544|I500988|I507129|I502512|I510705|I502567|I502573
F500842,I502511,I502512,I502514|I502515|I502563|I503759|I507454
F500843,I502516,I502517,I502443|I502547|I515516|I503640|I507283
F500847,I502525,I502526,I502527|I503445|I503451|I502082
F500848,I502527,I502524,I503095|I503752|I503106|I507535|I503876|I502523
F500849,I502523,I502528,I503523|I510797|I502531
F500851,I502532,I502533,I502525|I502534|I514980
F500852,I502534,I502535,I502536|I503894|I508060|I507287
F500853,I502537,I502538,I502535
F500854,I502540,I502539,I502541|I502558|I510864|I502557|I503760|I503521|I507414|I507415|I507487|I527938
F500855,I502542,I502543,I520394|I503108|I507488|I503855|I503878|I507442|I503124|I503899|I507411|I512232
F500856,I502544,I502545,I502572|I503877|I502555|I502552|I502546|I503729|I503730|I503762|I508089|I507417|I527688
F500857,I502547,I502548,I514868|I502549|I503755|I503785|I503807
F500858,I503503,I502551,I514531|I514539|I502548|I514548|I503512|I508311|I514813
F500859,I502553,I502554,I502545|I507965
F500860,I502556,I502557,I512243|I511077|I508013|I518108
F500861,I502497,I502559,I514558|I514570|I510801|I503856|I503857|I502561|I502566|I527662|I503761|I527816
F500862,I502560,I502565,I502559
F500864,I502567,I502568,I502569|I503748|I510865
F500865,I502570,I502571,I502568
F500866,I502573,I502574,I503519|I503575|I507444
F500867,I501712,I502575,I511427|I500939|I501874
F500868,I502576,I502577,I502575
F500869,I502578,I502579,I500924
F500870,I502580,I503125,I501692|I515283|I501720|I515284|I503126|I515285|I502579
F500872,I502585,I502586,I508182|I502589|I516985|I511220|I512286|I511170|I510936|I510492
F500873,I502587,I502588,I503513|I502586|I510930|I508091
F500875,I502595,I502596,I502599
F500876,I502597,I502598,I517234|I502596
F500877,I502601,I502600,I502604|I506456|I535319|I535071|I535007|I506471|I506652
F500878,I502602,I507223,I507270|I507384|I507473|I502601
F500879,I502605,I502606,I502495|I507238
F500880,I502609,I502610,I501749
F500881,I502611,I502612,I501750|I517927
F500882,I502613,I502614,I501938|I511717
F500883,I502615,"",I501939
F500884,I502617,I503256,I502417|I503178
F500885,I502222,I502618,I502619|I502620|I502621
F500886,I502622,I502624,I502625|I502626
F500887,I502626,I502627,I502628|I502629
F500888,I502621,I502630,I502632|I502631
F500889,I502635,I502636,""
F500890,I502409,I502637,I502648|I502649|I502650|I502651
F500891,I502247,I502638,I502639|I502641|I502642
F500892,I502639,I502640,I505356|I505341|I505355
F500893,I500990,I501138,I502643|I502644|I502646|I502645|I502647
F500894,I502651,I502652,I502653|I502655
F500895,I502653,I502654,I532370|I532371
F500896,I502663,I500507,I532266|I532267|I532272|I532268|I532269
F500897,I502667,I509375,I510007|I502670|I508343|I502913|I502990|I503023
F500898,I508876,I502669,I509082|I502667|I508468|I509161|I509282|I502809|I502975|I509411
F500899,I500616,I509273,I500699|I509763|I509891|I510004
F500900,I502673,I502674,I500816|I508566|I508581|I508589|I508824|I509098|I508853|I508891|I502722|I502822|I509013
F500901,I502675,I502762,I500744|I508568|I502766|I502771
F500902,I502676,I502677,I502418
F500903,I502681,I502682,I502685|I535110
F500904,I502683,I502684,I502682
F500905,I502690,"",I500466|I500502
F500906,I502692,I502693,I502306
F500908,I502697,I502698,I501030
F500909,I502700,I502699,I502703|I535004|I506517|I506802
F500910,I502701,I502702,I502700|I506507
F500911,I502706,I502707,I506539|I506725|I502710|I535083
F500912,I502708,I502709,I502707
F500913,I502716,I508838,I509183|I509195|I500811|I502726|I509271|I509418|I509657
F500915,I502722,I502723,I502870|I508485|I509630|I509722|I509838|I509897|I509961|I502724
F500916,I502726,I502727,I510027|I502730|I502828|I502873|I502952|I508493
F500917,I502728,I502729,I502727
F500918,I502731,I502767,I509561|I516097|I502820|I508561|I502768|I500603|I508594|I508595|I508828
F500919,I502734,I502735,I509012|I509029|I509045|I509057|I509063|I509084|I509208|I508448|I509252|I509147|I509280
F500920,I502736,I508992,I502735|I509293
F500921,I502739,I502738,I502780|I502742|I502898|I502932|I508455
F500922,I508887,I502741,I502862|I502739|I509368|I508470|I509595|I509734
F500923,I500623,I502743,I510003|I502744
F500924,I502745,I502746,I509044|I509069|I509135|I509207|I509229|I509157|I509387|I502743|I509654
F500925,I502747,I502748,I502847|I508631|I502717|I502719|I508590|I508827|I508927
F500926,I502749,I502750,I500729|I508556|I508567|I508580|I508585|I508593|I508835|I508881|I508901|I508925
F500927,I502751,I502752,I502734|I509952|I508632|I502854|I508572|I508583|I508599|I500670|I502720
F500928,I502753,I502754,I500781|I502855|I502764|I508579|I502880|I508812|I508813|I508850
F500929,I508714,I502756,I500817
F500930,I502757,I508758,I502756|I509048|I508759|I509038
F500931,I502758,I502759,I502745|I508562|I502769|I502770|I508845|I508862
F500932,I502760,I502761,I508527|I508531|I508532|I500673|I508571
F500934,I502772,I502773,I508528|I508533|I508525|I508559|I508560|I500838
